LoanID,CustomerID,BranchID,ProductID,DisbursedDate,LoanAmount,TenureMonths,InterestRate,Status,RiskScore,LoanType,ClosureDate,EarlyClosureFlag
L01519,C01805,B006,P002,15-04-2023,377362.07,60,14.12,Active,96.41,4W,,
L01520,C01298,B021,P002,20-12-2023,770722.35,24,11.51,Default,72.9,4W,17-02-2024,
L01521,C01632,B005,P004,27-02-2021,714350.07,48,11.21,Active,91.74,4W,,
L01522,C01915,B031,P007,22-06-2020,107859.74,12,14.51,Active,64.05,Tractor,,
L01523,C00814,B019,P003,09-02-2021,1259936.05,24,7.57,Active,85.82,2W,,
L01524,C00029,B023,P005,22-03-2020,597203.93,6,11.67,Active,90.39,4W,,
L01525,C00958,B037,P009,21-01-2020,155399.39,12,13.43,Closed,81.17,Commercial,18-02-2023,FALSE
L01526,C02033,B041,P005,21-11-2021,713953.69,60,7.98,Active,89.91,Used,,
L01527,C00477,B011,P009,06-10-2022,284147.17,48,10.18,Active,88.22,2W,,
L01528,C00318,B001,P001,01-02-2021,1071400.9,12,14.83,Active,78.6,4W,,
L01529,C00245,B047,P009,25-11-2020,879068.78,12,9.09,Active,93.76,Used,,
L01530,C00748,B001,P005,12-08-2020,441665.02,60,11.48,Active,73.32,Used,,
L01531,C00697,B028,P008,26-11-2023,1428187.1,6,13.1,Active,76.59,2W,,
L01532,C00272,B021,P005,19-02-2022,473030.75,6,10.43,Default,81.05,Tractor,31-05-2024,
L01533,C01772,B024,P006,12-06-2022,854745.52,6,10.56,Closed,65.1,Used,07-02-2024,FALSE
L01534,C01263,B044,P008,13-03-2021,1212273.35,6,7.97,Active,80.1,2W,,
L01535,C02425,B036,P002,19-07-2023,795143.83,48,8.93,Closed,72.64,4W,15-10-2023,FALSE
L01536,C00266,B039,P003,27-07-2023,1443240.73,6,14.1,Closed,70.01,2W,17-09-2023,FALSE
L01537,C02974,B039,P009,10-08-2020,1273589.12,48,13.64,Active,82.5,Tractor,,
L01538,C00921,B013,P005,23-05-2021,1385477.57,48,9.78,Active,72.85,4W,,
L01539,C00340,B026,P005,27-09-2023,590418.75,36,10.36,Closed,93.36,Tractor,26-10-2023,FALSE
L01540,C00389,B022,P009,08-09-2021,845115.36,60,10.8,Active,75.99,Used,,
L01541,C02625,B048,P010,01-12-2022,1268241.13,36,10.09,Active,76.11,2W,,
L01542,C02051,B010,P003,14-04-2023,1360075.05,6,12.4,Closed,98.3,Commercial,12-07-2023,FALSE
L01543,C01166,B012,P004,22-06-2023,1419327.19,48,7.6,Active,73.32,Tractor,,
L01544,C00376,B008,P007,30-06-2023,1324770.39,12,14.1,Closed,65.13,2W,01-09-2023,FALSE
L01545,C02034,B017,P002,21-07-2023,1109594.61,24,9.75,Closed,94.19,Commercial,02-06-2024,FALSE
L01546,C02372,B020,P008,16-08-2022,85111.47,24,,Closed,95.76,Commercial,16-05-2023,FALSE
L01547,C00146,B047,P005,19-09-2023,506682.5,36,10.91,Active,68.83,2W,,
L01548,C01982,B021,P001,26-08-2021,236957.61,6,13.32,Default,94.4,4W,10-01-2022,
L01549,C00293,B031,P003,31-10-2022,274399.97,18,13.69,Active,79.29,Commercial,,
L01550,C00432,B005,P009,31-05-2020,471815.42,24,9.76,Closed,61.69,2W,14-07-2022,FALSE
L01551,C00705,B034,P005,07-07-2020,158373.66,60,12.3,Active,81.4,2W,,
L01552,C02997,B042,P008,17-08-2022,402396.13,60,12.06,Active,93.1,4W,,
L01553,C01999,B003,P001,06-11-2021,1437619.31,48,11.07,Active,75.47,2W,,
L01554,C02633,B009,P007,29-09-2021,502318.19,60,,Active,81.49,Tractor,,
L01555,C00399,B047,P007,29-07-2020,281583.95,48,9.79,Active,65.48,Tractor,,
L01556,C02865,B023,P008,25-01-2023,1091535.26,24,9.83,Active,92.85,4W,,
L01557,C00964,B045,P003,04-12-2020,1251332.47,12,11.61,Active,64.17,Used,,
L01558,C02235,B015,P001,16-02-2020,505354.88,24,7.74,Active,63.68,2W,,
L01559,C02042,B026,P009,30-03-2022,453821.1,36,14.5,Active,96.41,Tractor,,
L01560,C01829,B016,P001,01-09-2022,400551.34,60,12.37,Active,94.07,Tractor,,
L01561,C02109,B010,P006,16-12-2022,620228.8,6,10.83,Active,82.42,2W,,
L01562,C00939,B013,P009,03-01-2023,176486.05,6,7.96,Closed,64.14,2W,19-07-2023,FALSE
L01563,C00710,B007,P002,01-07-2023,1020237.38,48,12.23,Active,81.29,Commercial,,
L01564,C00807,B016,P004,16-04-2022,1242228.17,24,7.63,Active,95.9,4W,,
L01565,C01464,B009,P002,09-08-2022,1012339.31,18,12.6,Active,83.88,Commercial,,
L01566,C01326,B048,P004,20-08-2021,660739.55,36,8.04,Active,,4W,,
L01567,C00011,B039,P002,18-06-2020,468995.26,48,12.42,Active,95.33,Commercial,,
L01568,C01086,B004,P001,15-03-2023,643696.94,24,10.54,Active,93.75,4W,,
L01569,C01869,B046,P003,18-04-2022,664564.35,36,12.47,Active,81.32,2W,,
L01570,C02274,B012,P008,22-11-2022,1015730.2,18,8.54,Active,93.24,4W,,
L01571,C02612,B049,P005,06-03-2022,1395687.52,48,8.38,Active,62.2,Tractor,,
L01572,C00772,B008,P004,04-07-2023,152350.41,60,9.36,Active,77.99,Used,,
L01573,C01595,B022,P005,23-02-2023,1432362.71,36,10.59,Active,66.95,Tractor,,
L01574,C01608,B021,P006,16-08-2022,1369791.86,48,9.4,Active,92.66,4W,,
L01575,C01334,B050,P006,10-02-2023,220711.84,36,8.12,Closed,97.88,4W,21-06-2023,FALSE
L01576,C00885,B039,P005,25-03-2022,316198.3,36,9.94,Active,96.3,4W,,
L01577,C01390,B004,P006,07-12-2020,501813.62,60,12.79,Closed,79.63,Used,11-06-2022,FALSE
L01578,C00226,B046,P009,17-02-2020,861515.76,48,11.87,Closed,79.93,Used,02-03-2022,FALSE
L01579,C00825,B013,P005,29-12-2020,244990.48,6,14.72,Closed,95.42,Commercial,17-04-2022,FALSE
L01580,C02266,B032,P006,22-11-2023,340485.68,60,10.77,Active,88.15,4W,,
L01581,C00937,B022,P004,03-05-2023,1358879.18,18,10,Active,62.91,Commercial,,
L01582,C02801,B016,P003,25-12-2021,208485.91,48,12.7,Active,65.01,Tractor,,
L01583,C02554,B021,P006,06-09-2023,628373.48,6,10.59,Closed,97.12,Used,16-04-2024,FALSE
L01584,C02307,B039,P005,17-05-2020,1156352.58,12,12.14,Active,74.27,2W,,
L01585,C01912,B033,P004,20-12-2020,1338445.52,24,14.6,Active,67.31,Used,,
L01586,C01797,B016,P005,29-12-2022,537261.72,48,11.24,Active,,Commercial,,
L01587,C00054,B015,P007,21-03-2022,288434.38,6,11.24,Active,94.31,2W,,
L01588,C00727,B041,P001,12-12-2021,1118666.91,48,13.31,Closed,,2W,04-02-2022,FALSE
L01589,C02737,B001,P001,28-02-2020,1170208.75,48,13.17,Active,69.81,2W,,
L01590,C01545,B024,P001,09-02-2022,1471048.49,48,11.37,Active,,Used,,
L01591,C01044,B040,P002,23-01-2021,252335.68,60,7.99,Active,60.51,4W,,
L01592,C01914,B014,P009,06-10-2023,1078660.28,36,14.86,Active,95.41,2W,,
L01593,C01777,B034,P005,25-04-2022,655074.18,12,10.33,Active,61.53,Tractor,,
L01594,C01597,B019,P009,18-05-2022,1376212.68,18,9.88,Active,63.72,Tractor,,
L01595,C01915,B031,P005,04-12-2020,641354.78,18,14.86,Closed,93.63,2W,14-09-2021,FALSE
L01596,C02467,B045,P007,26-01-2022,696642.54,48,14.04,Closed,69.69,Tractor,24-03-2023,FALSE
L01597,C02738,B016,P006,18-08-2021,233855.07,6,,Active,68.76,Tractor,,
L01598,C00850,B038,P002,11-03-2021,515358.34,60,9.81,Closed,,Tractor,07-09-2021,FALSE
L01599,C02110,B004,P003,11-01-2021,631218.68,48,12.91,Active,81.15,Commercial,,
L01600,C02264,B047,P005,25-01-2021,75387.69,36,10.01,Active,73.67,Commercial,,
L01601,C00003,B029,P004,25-04-2021,684482.98,36,9.39,Active,87.86,Tractor,,
L01602,C00160,B045,P006,31-03-2022,537661.9,48,14.85,Active,91.58,4W,,
L01603,C00781,B023,P008,23-04-2020,1215567.62,18,11.74,Active,93.65,Tractor,,
L01604,C00893,B034,P008,12-02-2022,205313.29,36,13.22,Active,64.65,Commercial,,
L01605,C02031,B030,P003,20-06-2020,1152306.13,24,12.85,Active,82.72,2W,,
L01606,C02377,B005,P004,18-01-2020,1085316.74,6,13.17,Active,86.45,Tractor,,
L01607,C00580,B037,P001,22-08-2020,400584.38,6,14.28,Active,64.54,Used,,
L01608,C01934,B022,P002,26-08-2023,170743.92,36,11.26,Active,83.79,Commercial,,
L01609,C01381,B004,P009,23-12-2021,1270658.5,18,13.15,Active,61.25,Commercial,,
L01610,C01291,B009,P010,07-10-2020,411673.56,60,13.48,Active,73.32,Commercial,,
L01611,C01641,B023,P010,10-04-2022,261062.17,48,14.6,Default,66.71,2W,21-05-2023,
L01612,C00952,B033,P002,04-05-2023,570603.07,24,12.85,Closed,81.89,Used,12-12-2023,FALSE
L01613,C02683,B047,P006,12-02-2023,631280.09,24,14.19,Active,67.45,Used,,
L01614,C00988,B003,P007,21-11-2023,522827.57,48,8.21,Active,90.78,Used,,
L01615,C01219,B010,P006,21-02-2021,1465897.61,60,8.45,Active,64.72,Commercial,,
L01616,C00921,B013,P008,10-10-2020,1327189.97,24,8.69,Closed,89.56,Tractor,19-10-2022,FALSE
L01617,C02786,B034,P009,07-08-2021,1315814.47,12,8.59,Active,63.86,Tractor,,
L01618,C01356,B033,P008,13-09-2023,628213.01,36,8.16,Active,77.25,Used,,
L01619,C00170,B028,P005,26-09-2023,1446160.98,24,8.42,Closed,87.24,Commercial,01-04-2024,FALSE
L01620,C00521,B011,P008,13-09-2021,1041822.18,60,14.97,Active,66.3,Tractor,,
L01621,C01487,B037,P010,08-08-2020,1256392.27,36,9.54,Active,89.34,4W,,
L01622,C00040,B014,P010,09-01-2020,776268.93,18,11.09,Closed,97.18,Tractor,15-11-2021,TRUE
L01623,C01561,B047,P009,10-01-2023,282895.08,18,13.66,Closed,74.56,Tractor,22-05-2023,FALSE
L01624,C01419,B044,P008,11-04-2022,1335983.98,48,8.39,Active,60.01,4W,,
L01625,C00955,B024,P002,10-08-2023,755318.77,18,9.88,Closed,78.6,Tractor,21-12-2023,FALSE
L01626,C00984,B022,P002,09-01-2021,1454404.62,12,8.69,Active,95.2,2W,,
L01627,C00975,B042,P003,17-06-2021,419548.47,18,7.97,Active,85.94,Commercial,,
L01628,C00038,B031,P007,09-12-2023,1488949.54,36,14.71,Active,87.43,2W,,
L01629,C02376,B046,P009,27-01-2023,372515.79,6,13.94,Active,90.91,2W,,
L01630,C01275,B013,P008,02-12-2021,583841.8,6,14.09,Active,95.42,Commercial,,
L01631,C01200,B013,P009,11-04-2022,911323.96,36,14.02,Active,64.87,2W,,
L01632,C01626,B023,P006,15-02-2022,1055318.44,6,8.66,Closed,83.02,Tractor,14-10-2022,TRUE
L01633,C00914,B038,P001,06-11-2023,1094409.15,24,13.39,Active,94.7,Used,,
L01634,C00454,B050,P004,28-07-2022,740565.99,6,12.96,Active,90.26,Used,,
L01635,C00037,B027,P006,22-03-2021,161399.09,60,14.44,Active,69.71,2W,,
L01636,C01712,B023,P006,10-11-2021,769269.82,12,9.14,Active,94.11,Used,,
L01637,C00796,B004,P008,09-12-2020,535297.53,18,10.61,Active,71.47,2W,,
L01638,C00973,B040,P001,28-02-2021,1003600.63,6,9.71,Active,76.02,Commercial,,
L01639,C00593,B019,P002,16-09-2021,314299.6,6,9.43,Active,67.24,4W,,
L01640,C01138,B045,P002,01-11-2020,621172.87,60,12.39,Active,94.52,2W,,
L01641,C01325,B048,P006,27-05-2020,1450872.77,48,8.73,Closed,63.63,4W,11-09-2022,FALSE
L01642,C02272,B033,P007,28-04-2022,178857.73,12,10.99,Closed,98.77,Tractor,12-04-2024,FALSE
L01643,C00318,B001,P002,01-01-2022,923384.53,48,12.35,Active,72.82,Commercial,,
L01644,C02397,B042,P005,29-03-2021,181439.93,12,8.48,Active,87.72,Used,,
L01645,C02163,B005,P006,26-07-2022,277643.7,6,9.43,Active,65.02,2W,,
L01646,C02746,B043,P004,02-02-2020,927154.86,24,14.76,Active,79.03,2W,,
L01647,C01347,B028,P001,04-09-2023,693793.51,6,13.47,Active,61.57,Tractor,,
L01648,C01592,B005,P003,01-05-2023,845323.55,24,12.58,Closed,94.26,Commercial,08-10-2023,FALSE
L01649,C01890,B009,P010,18-04-2023,1325814.65,48,13.92,Active,77.41,4W,,
L01650,C02088,B020,P009,10-09-2022,1234998.35,60,7.6,Closed,88.97,Commercial,12-10-2023,FALSE
L01651,C01997,B027,P006,25-01-2021,1337573.1,18,7.55,Active,94.89,Tractor,,
L01652,C01773,B032,P002,22-12-2020,943569.64,36,8.65,Active,62.68,4W,,
L01653,C01313,B028,P009,26-07-2021,759982.6,18,11.21,Default,79.95,4W,28-05-2023,
L01654,C01286,B022,P004,08-04-2021,715836.49,6,11.77,Active,67.39,2W,,
L01655,C00216,B005,P008,18-07-2022,1122722.41,6,8.35,Closed,62.69,2W,16-01-2024,FALSE
L01656,C02384,B014,P010,08-04-2020,805884.82,24,8.04,Active,84.26,Commercial,,
L01657,C02140,B049,P007,27-05-2020,203364.75,12,13.71,Closed,64.45,4W,18-08-2021,FALSE
L01658,C02401,B024,P003,23-07-2021,255811.58,48,10.98,Active,79.19,2W,,
L01659,C02619,B046,P008,27-12-2021,567770.01,48,14.94,Active,67.68,4W,,
L01660,C02864,B047,P004,01-09-2023,148343.89,48,9.22,Active,67.71,4W,,
L01661,C01705,B039,P002,28-09-2022,396885.27,24,12.35,Active,80.4,Used,,
L01662,C02829,B003,P005,20-04-2023,1001781.24,12,13.53,Active,81.66,2W,,
L01663,C00363,B037,P001,29-10-2020,68023.95,12,14.04,Default,60.14,2W,11-03-2022,
L01664,C02605,B020,P008,04-01-2020,925934.66,60,9.8,Active,79.53,2W,,
L01665,C01717,B029,P008,16-02-2022,1169917.54,12,8.95,Active,86.12,Used,,
L01666,C01194,B003,P003,16-04-2020,296722.94,12,9.2,Active,86.46,Tractor,,
L01667,C00356,B016,P001,15-03-2020,312404.42,6,12.5,Closed,93.15,Used,28-10-2021,FALSE
L01668,C00191,B045,P004,29-11-2022,91841.73,36,11.42,Closed,94.92,Tractor,25-05-2024,FALSE
L01669,C02470,B039,P009,30-09-2021,793052.56,48,11.99,Active,84.29,Commercial,,
L01670,C00700,B008,P009,25-11-2021,999151.96,36,7.65,Active,78.79,2W,,
L01671,C02055,B028,P001,16-02-2023,712518.89,18,10.43,Closed,67.96,Tractor,12-06-2024,FALSE
L01672,C02181,B037,P007,13-03-2020,614700.77,18,9.83,Active,,4W,,
L01673,C00557,B026,P006,05-07-2021,708898.59,18,13.98,Active,83.75,Tractor,,
L01674,C00826,B038,P007,12-05-2023,1183215.92,24,13.32,Active,96.92,Tractor,,
L01675,C02809,B039,P007,03-09-2022,98595.75,18,10.72,Active,70.85,4W,,
L01676,C01055,B039,P008,05-04-2020,1186536.91,48,12.23,Active,63.88,Commercial,,
L01677,C02583,B041,P008,26-07-2023,1016196.07,60,7.86,Active,76.53,2W,,
L01678,C00426,B034,P010,12-03-2023,400068.5,18,12.28,Active,60.02,Used,,
L01679,C02720,B029,P002,12-02-2023,810872.6,18,8.23,Active,81.59,Commercial,,
L01680,C02411,B047,P004,02-06-2022,121471.47,60,12.86,Active,,Used,,
L01681,C01575,B016,P004,02-03-2023,600403.57,6,11.8,Active,96.31,Used,,
L01682,C02130,B003,P010,06-04-2023,302361.59,18,9.75,Active,93.93,Commercial,,
L01683,C02404,B019,P008,22-06-2023,82335.56,60,10.28,Active,64.48,Tractor,,
L01684,C00589,B034,P003,03-10-2020,567779.77,36,8.18,Active,65.73,Commercial,,
L01685,C02013,B026,P003,15-09-2020,1102863.01,6,9.92,Active,97.18,Used,,
L01686,C01548,B034,P002,15-02-2020,1385481.71,12,14.75,Active,91.73,Commercial,,
L01687,C00295,B036,P001,11-12-2020,1010282.09,24,11.15,Active,96.74,4W,,
L01688,C01986,B022,P008,26-04-2022,632856.69,6,11.06,Closed,73.05,Tractor,02-01-2023,FALSE
L01689,C01248,B048,P009,13-06-2022,1499269.36,6,12.22,Active,,Tractor,,
L01690,C01549,B048,P009,14-06-2023,460268.09,36,11.13,Closed,84,Used,19-02-2024,FALSE
L01691,C01691,B016,P008,12-12-2022,321340.58,60,10.17,Active,97.7,Tractor,,
L01692,C01137,B003,P005,17-03-2023,722339.29,48,8.55,Active,65.07,Used,,
L01693,C01257,B014,P001,18-01-2023,782121.55,48,12.23,Active,91.94,4W,,
L01694,C02065,B007,P009,20-08-2020,564493.9,18,13.12,Closed,74.02,Used,08-08-2023,FALSE
L01695,C00360,B035,P006,20-02-2020,1058473.66,12,14.42,Active,64.5,4W,,
L01696,C02914,B050,P007,26-10-2021,316603.4,60,7.52,Active,77.9,4W,,
L01697,C00700,B008,P008,18-11-2023,789992.65,36,8,Active,79.06,Tractor,,
L01698,C00448,B021,P005,22-05-2023,775184.09,60,14.25,Active,60.35,Tractor,,
L01699,C02904,B022,P006,26-03-2021,1244490.31,60,12.23,Active,78.5,Used,,
L01700,C02413,B048,P007,24-09-2023,1394103.89,36,14.68,Active,85.25,Used,,
L01701,C00675,B032,P007,16-12-2020,1011735.52,6,10.73,Active,89.82,Tractor,,
L01702,C01008,B021,P002,10-10-2021,492788.81,12,10.63,Closed,63.84,Used,29-08-2023,FALSE
L01703,C01350,B038,P001,01-08-2023,1049935.98,60,10.08,Active,94.18,Commercial,,
L01704,C02515,B027,P008,27-05-2022,414488.14,36,8.57,Active,66.54,Used,,
L01705,C02462,B014,P005,05-08-2021,1451489.37,48,10.34,Default,85.67,Commercial,17-11-2023,
L01706,C00586,B034,P010,01-09-2020,1242425.07,24,7.61,Active,81.55,Used,,
L01707,C01257,B014,P002,03-07-2021,675225.87,60,11.32,Active,94.32,Commercial,,
L01708,C01248,B048,P003,28-12-2021,1187298.1,24,13.85,Active,61.51,4W,,
L01709,C00994,B010,P006,30-09-2021,642550.69,36,9.91,Active,67.47,2W,,
L01710,C01436,B038,P010,06-08-2021,158184.73,6,8.21,Active,64.76,Used,,
L01711,C00572,B007,P006,13-08-2020,1074814.87,60,14.8,Active,72.77,Used,,
L01712,C02383,B039,P008,06-04-2022,636690.06,24,8.47,Active,,4W,,
L01713,C01246,B047,P005,16-03-2021,1398963.73,6,11.47,Closed,63.46,Tractor,16-11-2023,FALSE
L01714,C02085,B001,P005,15-02-2021,494513.76,18,13.57,Closed,80.06,Tractor,23-08-2023,TRUE
L01715,C00989,B005,P007,24-03-2022,1272832.59,18,9.39,Closed,64.53,Tractor,22-02-2023,FALSE
L01716,C00278,B043,P010,02-09-2020,1036634.88,60,13.81,Closed,62.9,4W,14-11-2020,FALSE
L01717,C01220,B026,P005,05-08-2021,1287320.69,6,11.68,Closed,61.29,2W,04-09-2022,FALSE
L01718,C02964,B001,P009,14-05-2021,473228.72,36,9.99,Active,96.24,Tractor,,
L01719,C01888,B004,P006,08-09-2022,718950.83,18,13.99,Active,75.47,Tractor,,
L01720,C00484,B013,P007,03-07-2021,1243537.07,48,12.17,Active,71.06,Used,,
L01721,C01266,B023,P008,26-04-2020,983537.29,60,12.12,Active,78.81,4W,,
L01722,C00731,B034,P005,19-10-2023,571886.75,60,11.28,Active,66.15,4W,,
L01723,C02240,B026,P004,22-07-2020,792393.66,18,9.56,Active,,Commercial,,
L01724,C01041,B013,P008,16-12-2020,1494342.24,48,9.79,Closed,67.43,Used,21-06-2023,FALSE
L01725,C02572,B050,P010,14-11-2020,1125679.59,24,8.16,Active,71.87,Commercial,,
L01726,C00918,B024,P009,14-10-2023,941057.85,36,9.33,Active,96.04,Commercial,,
L01727,C02449,B029,P001,28-07-2022,1250471.5,6,9.58,Active,65.8,2W,,
L01728,C00886,B011,P003,03-05-2021,690943.99,18,7.94,Active,78.48,Tractor,,
L01729,C02753,B012,P004,16-04-2020,1427592.81,60,8.33,Active,85.77,4W,,
L01730,C00022,B012,P007,15-10-2021,850430.78,36,9.53,Default,95.8,Commercial,22-02-2023,
L01731,C00474,B003,P006,20-06-2020,523964.62,18,12.58,Closed,96,Used,23-07-2023,FALSE
L01732,C02258,B047,P010,02-06-2021,174728.97,24,8.88,Active,69.64,4W,,
L01733,C02354,B029,P010,15-08-2022,594758.07,36,11.41,Closed,96.78,Tractor,05-06-2023,FALSE
L01734,C00704,B024,P001,23-03-2022,874525.65,12,11.31,Active,72.92,4W,,
L01735,C00687,B050,P004,11-06-2021,1069709.8,60,13.76,Active,94.9,2W,,
L01736,C00285,B010,P006,15-11-2020,1318919.2,24,12.07,Active,63.63,Tractor,,
L01737,C00716,B040,P003,26-11-2022,1418743.21,6,14.38,Closed,67.74,Tractor,24-03-2024,FALSE
L01738,C00763,B004,P002,13-05-2021,198558.08,36,12.21,Active,63.08,4W,,
L01739,C01251,B037,P002,21-09-2020,921312.23,48,7.69,Active,71.66,Used,,
L01740,C00948,B014,P010,26-06-2022,1016554.99,18,10.36,Active,94.08,Commercial,,
L01741,C02429,B048,P004,05-02-2021,299492.53,48,12.74,Active,66.21,Commercial,,
L01742,C02508,B031,P001,13-09-2022,841120.99,36,11.06,Active,68.77,Commercial,,
L01743,C01031,B012,P010,24-08-2021,535508.77,6,10.65,Closed,68.43,4W,28-06-2022,FALSE
L01744,C00029,B023,P002,09-08-2022,162255.13,48,12.54,Active,70.71,Used,,
L01745,C00907,B006,P010,05-08-2020,145505.69,48,9.64,Default,60.73,4W,30-06-2022,
L01746,C02927,B041,P002,25-11-2020,1150858.82,48,14.32,Default,76.53,Commercial,09-05-2022,
L01747,C02127,B010,P004,04-07-2020,942410.41,60,10.6,Active,98.08,Commercial,,
L01748,C02995,B012,P004,05-11-2023,1086926.43,36,12.23,Active,77.48,Commercial,,
L01749,C02507,B050,P001,27-07-2020,1043653.32,18,14.87,Active,91.72,Used,,
L01750,C00570,B001,P007,14-10-2020,244752.83,60,13.39,Active,82.29,2W,,
L01751,C02007,B032,P007,28-03-2020,269769.62,48,11.49,Active,60.58,Commercial,,
L01752,C01454,B014,P010,29-09-2022,416101.4,24,13.95,Active,82.83,Commercial,,
L01753,C00738,B026,P010,15-05-2020,628695.85,24,11.7,Closed,96.91,Used,01-04-2021,FALSE
L01754,C00516,B034,P010,06-06-2020,1411805.53,18,10.81,Active,81.59,4W,,
L01755,C02001,B031,P001,04-03-2022,1027143.92,60,14.05,Active,80.59,Tractor,,
L01756,C02445,B016,P008,08-07-2022,419999.3,12,7.7,Active,86.14,Tractor,,
L01757,C00039,B010,P010,03-06-2020,131176.95,12,10.56,Default,93.96,Used,20-08-2023,
L01758,C00887,B026,P007,07-08-2020,1042124.7,24,10.07,Active,82.03,2W,,
L01759,C02845,B007,P007,05-04-2023,956711.78,48,12.86,Active,,4W,,
L01760,C02205,B012,P006,17-11-2020,1029856.96,6,7.59,Active,61.45,Commercial,,
L01761,C01099,B035,P004,21-11-2021,428710.5,36,12.46,Active,64.33,4W,,
L01762,C02932,B015,P008,20-04-2022,799596.66,60,10.1,Closed,85.3,2W,08-09-2023,FALSE
L01763,C01824,B042,P002,26-05-2021,574469.06,18,8.23,Active,84.14,Commercial,,
L01764,C01711,B031,P007,27-03-2020,1235663.46,6,,Active,69.32,Used,,
L01765,C00974,B023,P003,01-10-2020,150625.16,60,9.09,Closed,88.04,Used,09-05-2023,FALSE
L01766,C01563,B026,P003,20-05-2020,449390.59,48,10.12,Active,70.91,Commercial,,
L01767,C02897,B027,P007,16-09-2021,924282.93,36,9.05,Closed,,Commercial,02-06-2022,FALSE
L01768,C02796,B009,P003,04-07-2022,347574.48,60,12.46,Closed,62.39,Used,02-10-2022,FALSE
L01769,C00989,B005,P005,18-12-2020,1025434.48,24,13.37,Closed,81.46,2W,05-08-2022,FALSE
L01770,C00021,B021,P008,25-10-2022,248320.13,60,13.95,Default,71.22,2W,09-09-2023,
L01771,C02351,B023,P004,16-01-2021,83077.82,18,9.83,Active,91.94,Used,,
L01772,C00869,B016,P007,19-09-2023,1302067.07,6,11.43,Active,91.26,4W,,
L01773,C00084,B003,P007,19-04-2021,533494.38,36,12.47,Active,65.01,2W,,
L01774,C01683,B047,P002,16-07-2022,277431.03,24,12.22,Active,66.24,2W,,
L01775,C01977,B046,P008,30-01-2020,300428.09,24,12.87,Active,72.52,2W,,
L01776,C01411,B047,P010,02-10-2023,1334548.32,36,13.27,Closed,82.65,Tractor,11-02-2024,FALSE
L01777,C01531,B007,P010,10-07-2022,998925.54,12,8.23,Active,73.36,Tractor,,
L01778,C00570,B001,P009,16-08-2021,1436702.09,60,8.76,Active,73.66,Commercial,,
L01779,C00934,B037,P006,07-05-2021,1210058.47,60,13.01,Active,65.46,2W,,
L01780,C01981,B019,P005,09-05-2021,1162936.89,12,,Closed,73.09,Tractor,25-05-2022,FALSE
L01781,C01856,B038,P001,22-01-2021,774739.96,36,10.7,Active,78.35,2W,,
L01782,C00793,B006,P001,22-05-2022,1240167.1,36,10.92,Active,98.4,2W,,
L01783,C00792,B043,P009,14-04-2022,648346.18,36,10.29,Active,92.68,Commercial,,
L01784,C01810,B018,P004,30-06-2023,1249150.72,24,11.93,Active,90.93,Used,,
L01785,C01295,B041,P001,21-09-2021,1148724.87,48,9.92,Default,81.83,Used,20-09-2023,
L01786,C02540,B026,P010,27-07-2022,1033736.01,60,12.28,Default,74.04,2W,03-05-2023,
L01787,C02256,B050,P003,30-01-2020,528088.47,48,9.02,Active,93.42,Commercial,,
L01788,C01608,B021,P006,14-09-2021,964531.87,60,13.18,Active,73.55,Tractor,,
L01789,C01084,B032,P008,17-03-2022,784842.06,18,13.36,Closed,83.12,4W,27-05-2022,FALSE
L01790,C02478,B020,P010,07-12-2020,719237.16,24,11.84,Active,70.03,Commercial,,
L01791,C00985,B038,P002,03-08-2023,1485857.18,60,10.27,Active,90.28,2W,,
L01792,C01681,B041,P008,21-11-2023,781376.85,24,7.61,Active,80.07,Used,,
L01793,C00520,B042,P001,27-09-2022,96380,12,8.41,Active,94.91,Tractor,,
L01794,C00591,B017,P002,31-08-2020,958378.41,36,8.1,Closed,82.19,Commercial,15-06-2021,FALSE
L01795,C01051,B013,P008,08-08-2020,1105615.73,24,7.58,Active,66.41,Used,,
L01796,C01710,B047,P007,25-03-2023,1333516.61,24,12.92,Closed,98.72,Commercial,08-09-2023,FALSE
L01797,C02036,B023,P005,07-11-2023,967392.85,36,14.67,Active,79.58,4W,,
L01798,C02247,B032,P010,05-09-2023,78212.82,48,7.58,Active,69.78,Commercial,,
L01799,C02435,B008,P002,07-01-2021,223629.29,18,8.35,Active,72.84,4W,,
L01800,C00349,B008,P009,14-06-2021,283798.07,12,13.96,Closed,64.73,Tractor,05-05-2024,FALSE
L01801,C00960,B023,P005,02-08-2020,356328.96,6,12.66,Active,62.88,2W,,
L01802,C01964,B033,P008,01-01-2021,1209676.5,48,10.54,Active,77.57,2W,,
L01803,C00693,B045,P004,23-04-2020,499152.07,24,14.95,Active,97.12,4W,,
L01804,C01560,B014,P009,08-05-2023,502925.37,18,11.8,Active,64.8,Tractor,,
L01805,C00378,B030,P010,25-01-2020,1145601.79,6,12.52,Active,,Commercial,,
L01806,C02947,B037,P007,22-07-2022,648033.03,60,12.4,Closed,91.07,Commercial,23-10-2022,FALSE
L01807,C02964,B001,P002,18-02-2023,143727.32,48,9.17,Active,91.45,Tractor,,
L01808,C00527,B034,P003,02-09-2021,898433.35,60,11.16,Closed,87.69,4W,18-08-2023,FALSE
L01809,C02782,B036,P002,07-05-2022,238598.15,48,9.12,Active,83.08,4W,,
L01810,C02254,B028,P005,23-10-2022,878913.21,36,11.32,Active,64.73,2W,,
